Name,Address,Latitude,Longitude,Category,Wardname,Ownership,LGAname,Wardcode,Func_Stats,Source,Alt_Name
New Life Hospital,"Mubi, Mubi North, Adamawa, Nigeria",10.26881,13.28393,Primary Health Center,Lokuwa,Others,Mubi North,ADSMUB05,Functional,eHA Polio,
Adsu Clinic,"Mubi, Mubi North, Adamawa, Nigeria",10.28238,13.28077,Primary Health Center,Lokuwa,Others,Mubi North,ADSMUB05,Unknown,eHA Polio,
Kochifa Primary Health Center,"Mubi, Mubi North, Adamawa, Nigeria",10.27842,13.25372,Primary Health Center,Yelwa,Others,Mubi North,ADSMUB11,Unknown,eHA Polio,
Gamadiyo Primary Health Care,"Numan, Larmurde, Adamawa, Nigeria",9.465467,11.67431,Primary Health Center,Gamadiyo,Others,Numan,ADSNUM03,Unknown,eHA Polio,
Bamtato Primary Health Care Center,"Numan, Adamawa, Nigeria",9.459389,12.03009,Primary Health Center,Numan 1,Others,Numan,ADSNUM06,Functional,eHA Polio,
Makera Primary Health Care Center,"Numan, Adamawa, Nigeria",9.465976,12.02904,Primary Health Center,Numan 3,Others,Numan,ADSNUM08,Functional,eHA Polio,
Dalwa Health Clinic,"Garin Mairakuni, Shelleng, Adamawa, Nigeria",9.968353,12.04845,Primary Health Center,Bodwai,Others,Shelleng,ADSSHG02,Functional,eHA Polio,Dalwa Health Clinic
Bulama Lala Hospital,"Wuro Funa Buba, Dakkiti, Kongma, Gwalasho, Shani, Borno, Nigeria",10.05797,12.09917,Primary Health Center,Bodwai,Others,Shelleng,ADSSHG02,Unknown,eHA Polio,
Bobere Primary Health Care,"Bobore, Shelleng, Adamawa, Nigeria",9.695069,12.02892,Primary Health Center,Gundo,Others,Shelleng,ADSSHG03,Functional,eHA Polio,Bobere Health Clinic
Karlaje Primary Health Center,"Gwalasho, Shani, Borno, Nigeria",10.04208,12.04827,Primary Health Center,Gwapopolok,Others,Shelleng,ADSSHG04,Unknown,eHA Polio,Karlaje Health Clinic
Birabira Guribeden,"Shelleng, Adamawa, Nigeria",9.878217,12.08993,Primary Health Center,Jumbul,Others,Shelleng,ADSSHG05,Unknown,eHA Polio,
Ketembere Primary Health Center,"Shelleng, Adamawa, Nigeria",9.957135,11.99036,Primary Health Center,Ketembere,Others,Shelleng,ADSSHG06,Functional,eHA Polio,Ketembere Health Clinic
Gondong Pbf Health Facilities,"Bodwai, Shelleng, Adamawa, Nigeria",10.02326,12.02034,Primary Health Center,Ketembere,Others,Shelleng,ADSSHG06,Functional,eHA Polio,Gondong Health Clinic
Dasu Health Post,"Teungo, Adamawa, Nigeria",8.033183,11.74429,Dispensary,Dawo 2,Others,Toungo,ADSTNG02,Functional,eHA Polio,Gawasu Health Post
Mayo Belwa Primary Health Center,"Jada, Adamawa, Nigeria",8.633301,12.32831,Primary Health Center,Leko,Others,Jada,ADSJAD06,Unknown,eHA Polio,
Didango Health Post,"Song, Adamawa, Nigeria",9.742223333,12.61232333,Dispensary,Song Waje,Others,Song,ADSSNG08,Functional,eHA Polio,
Clinic B Song,"Song, Adamawa, Nigeria",9.833736261,12.62854912,Primary Health Center,Song Gari,Others,Song,ADSSNG07,Functional,eHA Polio,
Waltandi Clinic,"Song, Adamawa, Nigeria",9.769688606,12.23688126,Primary Health Center,Waltandi,Others,Song,ADSSNG10,Functional,eHA Polio,
Prambe Primary Health Center,"Laro, Song, Adamawa, Nigeria",9.823483467,12.21548748,Primary Health Center,Waltandi,Others,Song,ADSSNG10,Functional,eHA Polio,
Fadde Murke Cottage Hospital,"Song, Adamawa, Nigeria",9.819363594,12.62084484,Cottage Hospital,Song Gari,Others,Song,ADSSNG07,Unknown,eHA Polio,
Gonglare Health Clinic,"Gonglare Health Clinic, A8, Sebore Getore, Jada, Adamawa, Nigeria",8.860269547,12.14647961,Primary Health Center,Mayo Kalaye,Others,Jada,ADSJAD08,Functional,eHA Polio,
Sandaguni Health Post,"Jada, Adamawa, Nigeria",8.55512748,12.0314624,Dispensary,Danaba,Others,Jada,ADSJAD01,Unknown,eHA Polio,
Mbulo Primary Health Center,"Mbulo Primary Health Center, Jada, Adamawa, Nigeria",8.646315575,12.02550125,Primary Health Center,Mbullo,Others,Jada,ADSJAD09,Functional,eHA Polio,Mbulo Health Clinic
Handa Health Clinic,"Song, Adamawa, Nigeria",9.82465134,12.51381007,Primary Health Center,Gudu Mboi,Others,Song,ADSSNG03,Functional,eHA Polio,
Dumne Primary Health Center,"Laro, Song, Adamawa, Nigeria",9.796753333,12.38237333,Primary Health Center,Dirma,Others,Song,ADSSNG01,Unknown,eHA Polio,
Golantabal Primary Health Center,"Golong tobal health clinic, A13, Sigire Fulbe, Song, Adamawa, Nigeria",10.00426233,12.64965407,Primary Health Center,Sigire,Others,Song,ADSSNG06,Unknown,eHA Polio,
Lengdo Health Post,"Jada, Adamawa, Nigeria",8.7009368,12.48609944,Dispensary,Mapeo,Others,Jada,ADSJAD07,Unknown,eHA Polio,
Kwatau Clinic,"Kwatau Clinic, Hong, Adamawa, Nigeria",10.32503414,13.0209446,Primary Health Center,Bangshika,Others,Hong,ADSHNG01,Functional,eHA Polio,
Zangra Health Clinic,"Fufera-Fulani, Song, Adamawa, Nigeria",10.02285642,12.44541759,Primary Health Center,Boga,Others,Gombi,ADSGMB01,Unknown,eHA Polio,
Wuyaku Health Center,"Wuyaku, Gombi, Adamawa, Nigeria",10.45098019,12.56490421,Primary Health Center,Garkida,Others,Gombi,ADSGMB05,Unknown,eHA Polio,
Ngalga Health Post,"Gombi, Adamawa, Nigeria",10.29631667,12.43893167,Dispensary,Gabon,Others,Gombi,ADSGMB04,Functional,eHA Polio,Ngalga Health Clinic
Kolere West,"Fufore, Adamawa, Nigeria",9.059504509,12.06440449,Primary Health Center,Mbilla,Others,Mayo-Belwa,ADSMWA08,Unknown,eHA Polio,
Shagari Clinic,"Shagari Health Clinic, Fu�weg, Yola, Yola North, Adamawa, Nigeria",9.18976295,12.47893132,Primary Health Center,Bole Yolde Pate,Others,Yola South,ADSYLA03,Unknown,eHA Polio,
Kofar Wakili Asibiti,"Yola, Yola North, Adamawa, Nigeria",9.20396536,12.48378175,Primary Health Center,Toungo,Others,Yola South,ADSYLA10,Unknown,eHA Polio,
Yola Federal Medical Center,"Modibbo Adama University Teaching Hospital, Abuja Road, Yola, Yola North, Adamawa, Nigeria",9.195384709,12.48994018,Federal Medical Center,Bole Yolde Pate,Others,Yola South,ADSYLA03,Functional,eHA Polio,
Idi Atta Primary Health Clinic,"Jimeta, Girei, Adamawa, 640221, Nigeria",9.260530472,12.47482491,Primary Health Center,Gwadabawa,Others,Yola North,ADSYLN04,Unknown,eHA Polio,
Nassarawo Primary Health Care Center,"Yola South, Adamawa, 640221, Nigeria",9.28021658,12.44379667,Primary Health Center,Nassarawo,Others,Yola North,ADSYLN09,Unknown,eHA Polio,
Dason Bwatiye Health Post,"Kapo, Fufore, Adamawa, Nigeria",9.25228402,12.63382589,Dispensary,Ribadu,Others,Fufore,ADSFUR08,Functional,eHA Polio,
Bajabure P B F Health Clinic,"Bajabure, Girei, Adamawa, 640221, Nigeria",9.30278443,12.46754244,Primary Health Center,Damare,Others,Girei,ADSGRE02,Unknown,eHA Polio,
Pola Kanoki Health Clinic,"Gangfada, Mayo-Belwa, Adamawa, Nigeria",8.642904338,11.87602271,Primary Health Center,Gang Fada,Others,Mayo-Belwa,ADSMWA03,Functional,eHA Polio,
Dot Center,"Belel, Maiha, Adamawa, Nigeria",9.662374,13.22413,Primary Health Center,Belel,Others,Maiha,ADSMAH01,Unknown,eHA Polio,
Tika Health Clinic,"Tika health clinic, Demsa, Adamawa, Nigeria",9.548816,12.24634,Primary Health Center,Borrong,Others,Demsa,ADSDSA02,Functional,eHA Polio,
Demsa Primary Health Center,"Demsa, Adamawa, Nigeria",9.427522,12.13744,Primary Health Center,Demsa,State Primary Healthcare Development Agency,Demsa,ADSDSA03,Unknown,eHA Polio,
Dong Primary Health Care Center,"dong primary health care center, road, Demsa, Adamawa, Nigeria",9.393814,11.91948,Primary Health Center,Dong,Others,Demsa,ADSDSA05,Unknown,eHA Polio,
Janawuri Health Clinic,"janawuri health clinic, A4, Demsa, Adamawa, Nigeria",9.372855,11.86056,Primary Health Center,Dong,Others,Demsa,ADSDSA05,Functional,eHA Polio,
Kwaba Primary Health Center,"kwaba primary health center, Demsa, Adamawa, Nigeria",9.608167,12.19544,Primary Health Center,Gwamba,Others,Demsa,ADSDSA07,Functional,eHA Polio,
Kwafara Health Clinic,"Demsa, Adamawa, Nigeria",9.319336,11.82162,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Unknown,eHA Polio,
Bali Health Facilities Demsa,"Demsa, Adamawa, Nigeria",9.312503,11.80167,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Unknown,eHA Polio,
New Market Health Post,"Sangasumi, Jada, Adamawa, Nigeria",8.455668,12.0442,Dispensary,Sangassumi,Others,Ganye,ADSGAN07,Unknown,eHA Polio,
Pessi Health Post,"Ganye, Adamawa, Nigeria",8.451997,12.13171,Dispensary,Ganye 2,Others,Ganye,ADSGAN04,Functional,eHA Polio,
Sammeri Health Clinic,"Sammeri Health Clinic, Ganye, Adamawa, Nigeria",8.425935,11.95596,Primary Health Center,Gurumpawo,Others,Ganye,ADSGAN05,Functional,eHA Polio,
Gudin Health Post,"Gudin Health Post, Ganye, Adamawa, Nigeria",8.441451,11.98952,Dispensary,Gurumpawo,Others,Ganye,ADSGAN05,Functional,eHA Polio,
Bari Jimila Health Post,"Ganye, Adamawa, Nigeria",8.470915,12.24753,Dispensary,Jaggu,Others,Ganye,ADSGAN06,Functional,eHA Polio,
Sangasumi Primary Health Center,"Sangasumi, Jada, Adamawa, Nigeria",8.445544,12.04595,Primary Health Center,Sangassumi,Others,Ganye,ADSGAN07,Unknown,eHA Polio,
Gangtum Health Clinic,"Gangtum Health Clinic, Ganye, Adamawa, Nigeria",8.363114,12.1503,Primary Health Center,Sugu,Others,Ganye,ADSGAN08,Unknown,eHA Polio,
Sugu Clinic,"Sugu, Ganye, Adamawa, Nigeria",8.37829,12.06675,Primary Health Center,Sugu,Others,Ganye,ADSGAN08,Unknown,eHA Polio,
Dubange Primary Health Care Center,"Giwano, Larmurde, Adamawa, Nigeria",9.56757,11.86894,Primary Health Center,Dubange,Others,Lamurde,ADSLMR01,Unknown,eHA Polio,
Over Sear Health Post,"Larmurde, Adamawa, Nigeria",9.544003,11.94593,Dispensary,Gyawana,Others,Lamurde,ADSLMR02,Unknown,eHA Polio,
Mamsirme Primary Health Care Center,"Lafia, Larmurde, Adamawa, Nigeria",9.658589,11.8204,Primary Health Center,Lafiya,Others,Lamurde,ADSLMR03,Unknown,eHA Polio,
Lamorde P B F Health,"Lamurde Wamngo, Mubi North, Adamawa, Nigeria",10.24331,13.25604,Primary Health Center,Lamurde,Others,Mubi South,ADSGYL06,Unknown,eHA Polio,
Lamurde Primary Health Center,"Lamurde, Larmurde, Adamawa, Nigeria",9.606274,11.78985,Primary Health Center,Lamurde,Others,Lamurde,ADSLMR04,Unknown,eHA Polio,
Rigange Health Center,"Rigange primary heath center, Road, Lafia, Larmurde, Adamawa, Nigeria",9.574148,11.76117,Primary Health Center,Rigange,Others,Lamurde,ADSLMR08,Unknown,eHA Polio,
Balaifi Health Clinic,"Larmurde, Adamawa, Nigeria",9.502945,11.46892,Primary Health Center,Suwa,Others,Lamurde,ADSLMR09,Unknown,eHA Polio,
Lassin Health Clinic,"Lassin Health Clinic, Larmurde, Adamawa, Nigeria",9.543473,11.6657,Primary Health Center,Suwa,Others,Lamurde,ADSLMR09,Functional,eHA Polio,
Waduku Primary Health Center,"Larmurde, Adamawa, Nigeria",9.508853,11.64446,Primary Health Center,Waduku,Others,Lamurde,ADSLMR10,Functional,eHA Polio,
Mbalagi Health Clinic Nassarawo,"Mbalagi heath clinic, Hong, Adamawa, Nigeria",10.20595,13.12501,Primary Health Center,Humbutudi,Others,Maiha,ADSMAH02,Unknown,eHA Polio,
Konkol P B F Health Facilities,,9.645145,13.10318,Primary Health Center,Konkol,Others,Maiha,ADSMAH03,Unknown,eHA Polio,Konkol Primary Health Center
Jaba Jaba Health Clinic,,9.974066,13.22697,Primary Health Center,Maiha Gari,Others,Maiha,ADSMAH04,Functional,eHA Polio,
Magara Health Clinic,,10.00765,13.14268,Primary Health Center,Tambajam,Others,Maiha,ADSMAH10,Functional,eHA Polio,
Moda Primary Health Center,,10.63312,13.40509,Primary Health Center,Moda / Dlaka,Others,Michika,ADSMCH08,Unknown,eHA Polio,
Kwabapale Health Center,,10.64823,13.33313,Primary Health Center,Tumbara / Ngabili,Others,Michika,ADSMCH13,Unknown,eHA Polio,
Kaya P H F Health Cernter Madagali,,10.81685,13.42162,Primary Health Center,Gulak,Others,Madagali,ADSMDG03,Functional,eHA Polio,
Federal Polytechnic Clinic,,10.28176,13.28942,Educational Clinic,Lokuwa,Others,Mubi North,ADSMUB05,Functional,eHA Polio,
Vimtim Health Center,,10.32262,13.30798,Primary Health Center,Vimtim,Others,Mubi North,ADSMUB10,Unknown,eHA Polio,
Duda Health Post,,10.27811,13.34078,Dispensary,Vimtim,Others,Mubi North,ADSMUB10,Functional,eHA Polio,
Imburu Primary Health Care Center,,9.486675,12.01735,Primary Health Center,Imburu,Others,Numan,ADSNUM04,Functional,eHA Polio,Imburu Health Clinic
Pera Primary Health Center,,9.463422,12.02455,Primary Health Center,Numan 2,Others,Numan,ADSNUM07,Unknown,eHA Polio,
Sabon Pegi Numan Health Center,,9.462703,12.03447,Primary Health Center,Sabon Pegi,Others,Numan,ADSNUM09,Unknown,eHA Polio,
Gangseni Primary Health Center,,8.328873,11.71187,Primary Health Center,Dawo 1,Others,Toungo,ADSTNG01,Unknown,eHA Polio,Gangseni Health Clinic
Toungo 1 Primary Health Center,,8.125909,12.04399,Primary Health Center,Toungo 1,Others,Toungo,ADSTNG08,Functional,eHA Polio,
Toungo 2 Primary Health Center,,8.116213,12.0502,Primary Health Center,Toungo 2,Others,Toungo,ADSTNG09,Unknown,eHA Polio,
Guyuk Cottage Hospital,,9.9193344,11.94055617,Cottage Hospital,Guyuk,Others,Guyuk,ADSGUY07,Functional,eHA Polio,
Wafango Health Post,,9.26824766,12.68104586,Dispensary,Ribadu,Local Government Area,Fufore,ADSFUR08,Functional,eHA Polio,
Dasin Abba Jumbo Clinic Dasin Gabas,,9.397375,12.84176333,Primary Health Center,Wuro Bokki,State Ministry of Health,Fufore,ADSFUR10,Functional,eHA Polio,
Vunuklang Jauro Isa Primary Health Center,,9.30043186,12.48171257,Primary Health Center,Modire,Local Government Area,Girei,ADSGRE08,Functional,eHA Polio,
Salasa P B F,,9.63893788,12.44610272,Primary Health Center,Suktu,National Primary Healthcare Development Agency,Song,ADSSNG09,Functional,eHA Polio,
Bamaiyi Hospital,"Jimeta, Girei, Adamawa, 640221, Nigeria",9.2816764,12.45047805,Primary Health Center,Doubeli,Private,Yola North,ADSYLN03,Functional,eHA Polio,
Yolde Kohi Health Post,"A13, Gongoshi Ibarre, Yola North, Adamawa, Nigeria",9.27971262,12.20439966,Dispensary,Yolde Kohi,State Ministry of Health,Yola South,ADSYLA11,Functional,eHA Polio,
Bengo Health Clinic,"Bengo Health Clinic, Fufore, Adamawa, Nigeria",9.41329394,12.72313767,Primary Health Center,Pariya,Local Government Area,Fufore,ADSFUR07,Functional,eHA Polio,
Gogra Clinic,"Gogra Clinic, Ganye - Jimeta Federal Road, Fufore, Adamawa, Nigeria",8.94659359,12.57652732,Primary Health Center,Karlahi,National Primary Healthcare Development Agency,Fufore,ADSFUR05,Functional,eHA Polio,
Holmawo Clinic,"Wuro Bokki, Fufore, Adamawa, Nigeria",9.38815399,12.78765311,Primary Health Center,Pariya,State Ministry of Health,Fufore,ADSFUR07,Functional,eHA Polio,
Belichuti Primary Health Clinic,"Fufore, Adamawa, Nigeria",9.18462172,12.63692736,Primary Health Center,Beti,Local Government Area,Fufore,ADSFUR01,Functional,eHA Polio,
Ruwo Amsami Leemp Community Clinic,"Girei, Adamawa, Nigeria",9.52623575,12.53711847,Primary Health Center,Jera Bakari,State Ministry of Health,Girei,ADSGRE06,Functional,eHA Polio,
Gudban Primary Health Care,"Gombi, Adamawa, Nigeria",10.14597485,12.43715334,Primary Health Center,Gaanda,National Primary Healthcare Development Agency,Gombi,ADSGMB03,Functional,eHA Polio,
Muchalla Health Center,"Sabongari, Gombi, Adamawa, Nigeria",10.11792638,12.70551117,Primary Health Center,Tawa,Federal Ministry of Health,Gombi,ADSGMB09,Functional,eHA Polio,
Pondiwe Health Facilities,"Pondiwe Health Facility, A4, Numan, Guyuk, Adamawa, Nigeria",9.73170076,11.93730081,Primary Health Center,Kola,Federal Ministry of Health,Guyuk,ADSGUY08,Functional,eHA Polio,
Gashala Mamudu Dispensary,"Gashala Mamudu Dispensary, Hong, Adamawa, Nigeria",10.40381571,13.08342231,Dispensary,Gaya-Sikalmi,National Primary Healthcare Development Agency,Hong,ADSHNG04,Functional,eHA Polio,
Gorobi Primary Health Care Clinic,"Alkaliman, Mayo-Belwa, Adamawa, Nigeria",9.08129977,11.77220703,Primary Health Center,Bajama,Local Government Area,Mayo-Belwa,ADSMWA01,Functional,eHA Polio,
Sauki Medical Center,"Yola South, Adamawa, 640221, Nigeria",9.28128597,12.43767468,Medical Center,Nassarawo,Private,Yola North,ADSYLN09,Functional,eHA Polio,
Jambutu Clinic,"Yola South, Adamawa, 640221, Nigeria",9.28527754,12.43038748,Primary Health Center,Jambutu,State Ministry of Health,Yola North,ADSYLN05,Functional,eHA Polio,
Police Medical Clinic Yola,"Jalingo, Yola South, Adamawa, 640221, Nigeria",9.26015057,12.45359723,Military and Paramilitary Clinic,Karewa,Nigeria Police Force,Yola North,ADSYLN06,Functional,eHA Polio,
Toungo Primary Health Care Center,"Yola North, Adamawa, Nigeria",9.29116049,12.24796002,Primary Health Center,Ngurore,Local Government Area,Yola South,ADSYLA09,Functional,eHA Polio,
Mbolinyi Health Post,"Jalingo, Hong, Adamawa, Nigeria",10.0959936,12.95453477,Dispensary,Daksiri,National Primary Healthcare Development Agency,Hong,ADSHNG02,Not Functional,eHA Polio,
Bai Health Post,"Bai Health Post, Fufore, Adamawa, Nigeria",8.9853178,12.50080929,Dispensary,Uki Tuki,Local Government Area,Fufore,ADSFUR09,Functional,eHA Polio,
Gatugel Health Post,"Gatugel Health Post, Fufore, Adamawa, Nigeria",9.03727668,12.25631571,Dispensary,Mayo Inne,Local Government Area,Fufore,ADSFUR06,Functional,eHA Polio,
Naiwa Health Post,"Hong, Adamawa, Nigeria",10.33005679,13.12086414,Dispensary,Kwarhi,Local Government Area,Hong,ADSHNG08,Functional,eHA Polio,
Dirbishi Pbf Health Facilities,"Dirbishi, Mubi South, Adamawa, Nigeria",10.19911,13.40864,Primary Health Center,Dirbishi,Others,Mubi South,ADSGYL01,Unknown,eHA Polio,
Gaanda Primary Health Center,"Gombi, Adamawa, Nigeria",10.1519165,12.42211914,Primary Health Center,Gaanda,State Primary Healthcare Development Agency,Gombi,ADSGMB03,Functional,eHA Polio,
Kuva Gaya Primary Health Center,"Kuva Gaya Primary Health Center, Jabbagaya, Hong, Adamawa, Nigeria",10.44417922,13.00330721,Primary Health Center,Gaya-Sikalmi,Others,Hong,ADSHNG04,Unknown,eHA Polio,
Malabu Primary Health Center,"Malabu, Fufore, Adamawa, Nigeria",9.56160825,12.77958089,Primary Health Center,Wuro Bokki,State Primary Healthcare Development Agency,Fufore,ADSFUR10,Functional,eHA Polio,
Chikito Primary Health Clinic,"Wuro Mbulmbuldi, Fufore, Adamawa, Nigeria",9.24236893,12.8733128,Primary Health Center,Gurin,State Primary Healthcare Development Agency,Fufore,ADSFUR04,Functional,eHA Polio,
Major Aminu Urban Health Center,"Jimeta, Girei, Adamawa, 640221, Nigeria",9.28467311,12.44850443,Primary Health Center,Doubeli,State Primary Healthcare Development Agency,Yola North,ADSYLN03,Functional,eHA Polio,
Modern Health Clinic Anguwar Gombere,"Fufore, Adamawa, Nigeria",9.22297862,12.64972495,Primary Health Center,Fufore,State Primary Healthcare Development Agency,Fufore,ADSFUR03,Functional,eHA Polio,
Dengeshi Health Post,"Dengeshi Health Post, Fufore, Adamawa, Nigeria",9.53781958,12.85672479,Dispensary,Wuro Bokki,State Primary Healthcare Development Agency,Fufore,ADSFUR10,Functional,eHA Polio,
Bagauri Health Post,"Bagauri Health Post, Ganye - Jimeta Federal Road, Fufore, Adamawa, Nigeria",8.83433096,12.61546128,Dispensary,Karlahi,State Primary Healthcare Development Agency,Fufore,ADSFUR05,Functional,eHA Polio,
Ribabu Health Post,"Fufore, Adamawa, Nigeria",9.64440889,12.86213173,Dispensary,Farang,State Primary Healthcare Development Agency,Fufore,ADSFUR02,Functional,eHA Polio,
Njobbore Clinic,"Njobbore, Girei, Adamawa, 640221, Nigeria",9.2940393,12.4915491,Primary Health Center,Modire,State Primary Healthcare Development Agency,Girei,ADSGRE08,Functional,eHA Polio,
Damare Performance Best Facilities Primary Health Care Center,"Jimeta, Girei, Adamawa, Nigeria",9.3201383,12.44336592,Primary Health Center,Damare,State Primary Healthcare Development Agency,Girei,ADSGRE02,Functional,eHA Polio,
Mutuku Health Post,"Mutuku Health Post, Mutuku, Hong, Adamawa, Nigeria",10.31453437,12.970745,Dispensary,Bangshika,State Primary Healthcare Development Agency,Hong,ADSHNG01,Functional,eHA Polio,
Dabna Health Clinic,"Dabna Health Clinic, Hong, Adamawa, Nigeria",10.38289558,12.82368732,Primary Health Center,Garaha,State Primary Healthcare Development Agency,Hong,ADSHNG03,Functional,eHA Polio,
Gudumiya Health Post,"Gudumiya Hp, A13, Dilpurtu, Hong, Adamawa, Nigeria",10.18997853,12.79160191,Dispensary,Hong,State Primary Healthcare Development Agency,Hong,ADSHNG06,Functional,eHA Polio,
